date,state,fips,measure,data_quality_grade,COVID tracking deaths,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month
2020-05-17,LA,22,death,B,2491,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MA,25,death,A+,5797,17,66,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MD,24,death,B,2090,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,ME,23,death,B,70,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MI,26,death,A+,5396,17,77,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MN,27,death,A+,731,17,72,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MO,29,death,B,594,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MS,28,death,A,521,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,MT,30,death,B,16,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NC,37,death,A,659,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,ND,38,death,C,35,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NE,31,death,C,123,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NH,33,death,B,171,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NJ,34,death,A+,10356,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NM,35,death,C,259,17,72,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NV,32,death,B,375,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,NY,36,death,A,22619,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,OH,39,death,B,1625,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,OK,40,death,A+,288,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,OR,41,death,A+,137,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,PA,42,death,C,4418,17,72,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,RI,44,death,A+,499,17,77,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,SC,45,death,A,380,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,SD,46,death,B,44,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,TN,47,death,A,298,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,TX,48,death,A,1336,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,UT,49,death,B,80,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,VA,51,death,A+,1009,17,73,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,VT,50,death,B,54,17,72,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,WA,53,death,A,1000,17,116,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,WI,55,death,A+,453,17,74,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,WV,54,death,B,67,17,72,2020,20,2020-05-17,May,5,2020-05-01
2020-05-17,WY,56,death,B,8,17,71,2020,20,2020-05-17,May,5,2020-05-01
2020-05-16,AK,02,death,B,10,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,AL,01,death,B,485,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,AR,05,death,A,98,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,AZ,04,death,A+,679,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,CA,06,death,B,3204,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,CO,08,death,A,878,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,CT,09,death,B,3339,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,DC,11,death,A,375,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,DE,10,death,B,383,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,FL,12,death,A+,2040,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,GA,13,death,A+,1592,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,HI,15,death,B,17,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,IA,19,death,A+,346,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,ID,16,death,B,73,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,IL,17,death,A,4129,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,IN,18,death,A+,1741,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,KS,20,death,A,172,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,KY,21,death,A+,332,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,LA,22,death,B,2479,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MA,25,death,A+,5705,16,65,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MD,24,death,B,2040,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,ME,23,death,B,70,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MI,26,death,A+,5357,16,76,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MN,27,death,A+,709,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MO,29,death,B,589,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MS,28,death,A,510,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,MT,30,death,B,16,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NC,37,death,A,652,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,ND,38,death,C,35,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NE,31,death,C,119,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NH,33,death,B,159,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NJ,34,death,A+,10249,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NM,35,death,C,253,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NV,32,death,B,369,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,NY,36,death,A,22478,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,OH,39,death,B,1610,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,OK,40,death,A+,288,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,OR,41,death,A+,137,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,PA,42,death,C,4403,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,RI,44,death,A+,489,16,76,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,SC,45,death,A,380,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,SD,46,death,B,44,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,TN,47,death,A,295,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,TX,48,death,A,1305,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,UT,49,death,B,78,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,VA,51,death,A+,1002,16,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,VT,50,death,B,53,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,WA,53,death,A,992,16,115,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,WI,55,death,A+,453,16,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,WV,54,death,B,64,16,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-16,WY,56,death,B,7,16,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,AK,02,death,B,10,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,AL,01,death,B,476,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,AR,05,death,A,98,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,AZ,04,death,A+,651,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,CA,06,death,B,3108,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,CO,08,death,A,1091,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,CT,09,death,B,3285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,DC,11,death,A,368,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,DE,10,death,B,373,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,FL,12,death,A+,1991,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,GA,13,death,A+,1557,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,HI,15,death,B,17,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,IA,19,death,A+,336,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,ID,16,death,B,72,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,IL,17,death,A,4058,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,IN,18,death,A+,1691,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,KS,20,death,A,172,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,KY,21,death,A+,328,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,LA,22,death,B,2448,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MA,25,death,A+,5592,15,64,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MD,24,death,B,1991,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,ME,23,death,B,69,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MI,26,death,A+,5325,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MN,27,death,A+,692,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MO,29,death,B,576,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MS,28,death,A,493,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,MT,30,death,B,16,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NC,37,death,A,641,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,ND,38,death,C,35,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NE,31,death,C,113,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NH,33,death,B,159,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NJ,34,death,A+,10138,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NM,35,death,C,242,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NV,32,death,B,368,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,NY,36,death,A,22304,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,OH,39,death,B,1581,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,OK,40,death,A+,285,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,OR,41,death,A+,137,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,PA,42,death,C,4342,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,RI,44,death,A+,479,15,75,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,SC,45,death,A,380,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,SD,46,death,B,44,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,TN,47,death,A,290,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,TX,48,death,A,1272,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,UT,49,death,B,77,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,VA,51,death,A+,977,15,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,VT,50,death,B,53,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,WA,53,death,A,983,15,114,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,WI,55,death,A+,445,15,72,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,WV,54,death,B,62,15,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-15,WY,56,death,B,7,15,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,AK,02,death,B,10,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,AL,01,death,B,467,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,AR,05,death,A,97,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,AZ,04,death,A+,624,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,CA,06,death,B,3032,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,CO,08,death,A,1062,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,CT,09,death,B,3219,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,DC,11,death,A,358,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,DE,10,death,B,362,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,FL,12,death,A+,1948,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,GA,13,death,A+,1527,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,HI,15,death,B,17,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,IA,19,death,A+,318,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,ID,16,death,B,69,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,IL,17,death,A,3928,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,IN,18,death,A+,1646,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,KS,20,death,A,164,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,KY,21,death,A+,326,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,LA,22,death,B,2417,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MA,25,death,A+,5482,14,63,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MD,24,death,B,1935,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,ME,23,death,B,69,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MI,26,death,A+,5278,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MN,27,death,A+,663,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MO,29,death,B,562,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MS,28,death,A,480,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,MT,30,death,B,16,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NC,37,death,A,615,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,ND,38,death,C,31,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NE,31,death,C,107,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NH,33,death,B,150,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NJ,34,death,A+,9946,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NM,35,death,C,231,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NV,32,death,B,358,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,NY,36,death,A,22170,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,OH,39,death,B,1534,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,OK,40,death,A+,284,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,OR,41,death,A+,137,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,PA,42,death,C,4218,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,RI,44,death,A+,468,14,74,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,SC,45,death,A,371,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,SD,46,death,B,43,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,TN,47,death,A,287,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,TX,48,death,A,1216,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,UT,49,death,B,75,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,VA,51,death,A+,955,14,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,VT,50,death,B,53,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,WA,53,death,A,975,14,113,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,WI,55,death,A+,434,14,71,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,WV,54,death,B,60,14,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-14,WY,56,death,B,7,14,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,AK,02,death,B,10,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,AL,01,death,B,449,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,AR,05,death,A,95,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,AZ,04,death,A+,594,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,CA,06,death,B,2934,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,CO,08,death,A,1009,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,CT,09,death,B,3125,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,DC,11,death,A,350,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,DE,10,death,B,351,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,FL,12,death,A+,1898,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,GA,13,death,A+,1505,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,HI,15,death,B,17,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,IA,19,death,A+,306,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,ID,16,death,B,69,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,IL,17,death,A,3792,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,IN,18,death,A+,1619,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,KS,20,death,A,164,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,KY,21,death,A+,321,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,LA,22,death,B,2381,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MA,25,death,A+,5315,13,62,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MD,24,death,B,1881,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,ME,23,death,B,66,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MI,26,death,A+,5232,13,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MN,27,death,A+,638,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MO,29,death,B,542,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MS,28,death,A,465,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,MT,30,death,B,16,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NC,37,death,A,597,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,ND,38,death,C,29,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NE,31,death,B,103,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NH,33,death,B,142,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NJ,34,death,A+,9702,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NM,35,death,C,219,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NV,32,death,B,355,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,NY,36,death,A,22013,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,OH,39,death,B,1483,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,OK,40,death,A+,278,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,OR,41,death,A+,134,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,PA,42,death,C,3943,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,RI,44,death,A+,462,13,73,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,SC,45,death,A,355,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,SD,46,death,B,39,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,TN,47,death,A,273,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,TX,48,death,A,1158,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,UT,49,death,B,75,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,VA,51,death,A+,927,13,69,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,VT,50,death,B,53,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,WA,53,death,A,962,13,112,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,WI,55,death,A+,421,13,70,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,WV,54,death,B,58,13,68,2020,20,2020-05-10,May,5,2020-05-01
2020-05-13,WY,56,death,B,7,13,67,2020,20,2020-05-10,May,5,2020-05-01
2020-05-12,AK,02,death,B,10,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,AL,01,death,B,429,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,AR,05,death,A,95,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,AZ,04,death,A+,562,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,CA,06,death,B,2847,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,CO,08,death,A,987,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,CT,09,death,B,3041,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,DC,11,death,A,336,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,DE,10,death,B,334,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,FL,12,death,A+,1849,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,GA,13,death,A+,1461,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,HI,15,death,B,17,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,IA,19,death,A+,289,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,ID,16,death,B,70,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,IL,17,death,A,3601,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,IN,18,death,A+,1578,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,KS,20,death,A,158,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,KY,21,death,A+,311,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,LA,22,death,B,2347,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MA,25,death,A+,5141,12,61,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MD,24,death,B,1834,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,ME,23,death,B,65,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MI,26,death,A+,5188,12,72,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MN,27,death,A,614,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MO,29,death,B,524,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MS,28,death,A,457,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,MT,30,death,B,16,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NC,37,death,A,577,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,ND,38,death,C,25,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NE,31,death,B,100,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NH,33,death,B,133,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NJ,34,death,A+,9508,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NM,35,death,C,208,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NV,32,death,C,350,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,NY,36,death,A,21845,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,OH,39,death,B,1436,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,OK,40,death,A+,278,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,OR,41,death,A+,130,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,PA,42,death,C,3806,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,RI,44,death,A+,444,12,72,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,SC,45,death,A,355,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,SD,46,death,B,39,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,TN,47,death,A,265,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,TX,48,death,A,1133,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,UT,49,death,B,73,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,VA,51,death,A+,891,12,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,VT,50,death,B,53,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,WA,53,death,A,945,12,111,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,WI,55,death,A+,418,12,69,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,WV,54,death,C,57,12,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-12,WY,56,death,B,7,12,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,AK,02,death,C,10,11,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,AL,01,death,B,401,11,65,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,AR,05,death,A,94,11,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,AZ,04,death,A+,542,11,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,CA,06,death,B,2770,11,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,CO,08,death,B,981,11,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,CT,09,death,B,3008,11,65,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,DC,11,death,A,328,11,67,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,DE,10,death,B,324,11,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,FL,12,death,B,1805,11,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,GA,13,death,A,1441,11,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,HI,15,death,B,17,11,65,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,IA,19,death,A+,271,11,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,ID,16,death,B,67,11,65,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,IL,17,death,A,3459,11,68,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,IN,18,death,A+,1540,11,66,2020,19,2020-05-10,May,5,2020-05-01
2020-05-11,KS,20,death,A,158,11,66,2020,19,2020-05-10,May,5,2020-05-01
