date,state,fips,measure,data_quality_grade,day,days_elapsed,yr,week,week_year,month_lbl,month,floor_month,Positive Test Metric,Positive Test Value
2020-03-03,RI,44,positive,NA,3,2,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests,2
2020-03-03,RI,44,positive,NA,3,2,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests (7-day-avg),NA
2020-03-02,RI,44,positive,NA,2,1,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests,1
2020-03-02,RI,44,positive,NA,2,1,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests (7-day-avg),NA
2020-03-01,RI,44,positive,NA,1,0,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests,1
2020-03-01,RI,44,positive,NA,1,0,2020,9,2020-03-01,Mar,3,2020-03-01,positive tests (7-day-avg),NA
2020-07-05,PA,42,positive,A+,5,121,2020,27,2020-07-05,Jul,7,2020-07-01,positive tests,89854
2020-07-05,PA,42,positive,A+,5,121,2020,27,2020-07-05,Jul,7,2020-07-01,positive tests (7-day-avg),NA
2020-07-04,PA,42,positive,A+,4,120,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,89375
2020-07-04,PA,42,positive,A+,4,120,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),NA
2020-07-03,PA,42,positive,A+,3,119,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,88741
2020-07-03,PA,42,positive,A+,3,119,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),NA
2020-07-02,PA,42,positive,A+,2,118,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,88074
2020-07-02,PA,42,positive,A+,2,118,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),87982.85714285714
2020-07-01,PA,42,positive,A+,1,117,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests,87242
2020-07-01,PA,42,positive,A+,1,117,2020,27,2020-06-28,Jul,7,2020-06-01,positive tests (7-day-avg),87360.28571428571
2020-06-30,PA,42,positive,A+,30,116,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,86606
2020-06-30,PA,42,positive,A+,30,116,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),86645.28571428571
2020-06-29,PA,42,positive,A+,29,115,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,85988
2020-06-29,PA,42,positive,A+,29,115,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),86020.85714285714
2020-06-28,PA,42,positive,A+,28,114,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests,85496
2020-06-28,PA,42,positive,A+,28,114,2020,26,2020-06-28,Jun,6,2020-06-01,positive tests (7-day-avg),85406
2020-06-27,PA,42,positive,A+,27,113,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,84370
2020-06-27,PA,42,positive,A+,27,113,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),84827.28571428571
2020-06-26,PA,42,positive,A+,26,112,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,84370
2020-06-26,PA,42,positive,A+,26,112,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),84268.71428571429
2020-06-25,PA,42,positive,A+,25,111,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,83770
2020-06-25,PA,42,positive,A+,25,111,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),83725.57142857143
2020-06-24,PA,42,positive,A+,24,110,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests,83191
2020-06-24,PA,42,positive,A+,24,110,2020,26,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),83187.57142857143
2020-06-23,PA,42,positive,A+,23,109,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,82696
2020-06-23,PA,42,positive,A+,23,109,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),82744.14285714286
2020-06-22,PA,42,positive,A+,22,108,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,82186
2020-06-22,PA,42,positive,A+,22,108,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),82228.71428571429
2020-06-21,PA,42,positive,A+,21,107,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests,81730
2020-06-21,PA,42,positive,A+,21,107,2020,25,2020-06-21,Jun,6,2020-06-01,positive tests (7-day-avg),81723.85714285714
2020-06-20,PA,42,positive,A+,20,106,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,81266
2020-06-20,PA,42,positive,A+,20,106,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),81242
2020-06-19,PA,42,positive,A+,19,105,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,80762
2020-06-19,PA,42,positive,A+,19,105,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),80783
2020-06-18,PA,42,positive,A+,18,104,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,80236
2020-06-18,PA,42,positive,A+,18,104,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),80345.14285714286
2020-06-17,PA,42,positive,A+,17,103,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests,79818
2020-06-17,PA,42,positive,A+,17,103,2020,25,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),79926.28571428571
2020-06-16,PA,42,positive,A+,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,79483
2020-06-16,PA,42,positive,A+,16,102,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),79525.71428571429
2020-06-15,PA,42,positive,A+,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,79121
2020-06-15,PA,42,positive,A+,15,101,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),79131
2020-06-14,PA,42,positive,A+,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests,78798
2020-06-14,PA,42,positive,A+,14,100,2020,24,2020-06-14,Jun,6,2020-06-01,positive tests (7-day-avg),78802
2020-06-13,PA,42,positive,A+,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,78462
2020-06-13,PA,42,positive,A+,13,99,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),78466
2020-06-12,PA,42,positive,A+,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,77999
2020-06-12,PA,42,positive,A+,12,98,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),78119.28571428571
2020-06-11,PA,42,positive,A+,11,97,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,77933
2020-06-11,PA,42,positive,A+,11,97,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),77753.85714285714
2020-06-10,PA,42,positive,A+,10,96,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests,77466
2020-06-10,PA,42,positive,A+,10,96,2020,24,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),77384.42857142857
2020-06-09,PA,42,positive,A+,9,95,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,77056
2020-06-09,PA,42,positive,A+,9,95,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),76990.71428571429
2020-06-08,PA,42,positive,A+,8,94,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,76563
2020-06-08,PA,42,positive,A+,8,94,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),76563
2020-06-07,PA,42,positive,A+,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests,76212
2020-06-07,PA,42,positive,A+,7,93,2020,23,2020-06-07,Jun,6,2020-06-01,positive tests (7-day-avg),76081.14285714286
2020-06-06,PA,42,positive,A+,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,75706
2020-06-06,PA,42,positive,A+,6,92,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),75589.14285714286
2020-06-05,PA,42,positive,A+,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,75005
2020-06-05,PA,42,positive,A+,5,91,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),75082.57142857143
2020-06-04,PA,42,positive,A+,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,74560
2020-06-04,PA,42,positive,A+,4,90,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),74559
2020-06-03,PA,42,positive,A+,3,89,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests,74022
2020-06-03,PA,42,positive,A+,3,89,2020,23,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),74035.28571428571
2020-06-02,PA,42,positive,A+,2,88,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests,73510
2020-06-02,PA,42,positive,A+,2,88,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),73510.28571428571
2020-06-01,PA,42,positive,A+,1,87,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests,72898
2020-06-01,PA,42,positive,A+,1,87,2020,22,2020-05-31,Jun,6,2020-05-01,positive tests (7-day-avg),72986.57142857143
2020-05-31,PA,42,positive,A,31,86,2020,22,2020-05-31,May,5,2020-05-01,positive tests,72546
2020-05-31,PA,42,positive,A,31,86,2020,22,2020-05-31,May,5,2020-05-01,positive tests (7-day-avg),72341.14285714286
2020-05-30,PA,42,positive,A,30,85,2020,22,2020-05-24,May,5,2020-05-01,positive tests,72031
2020-05-30,PA,42,positive,A,30,85,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),71683.28571428571
2020-05-29,PA,42,positive,A,29,84,2020,22,2020-05-24,May,5,2020-05-01,positive tests,71339
2020-05-29,PA,42,positive,A,29,84,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),70987.14285714286
2020-05-28,PA,42,positive,A,28,83,2020,22,2020-05-24,May,5,2020-05-01,positive tests,70042
2020-05-28,PA,42,positive,A,28,83,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),70314
2020-05-27,PA,42,positive,A,27,82,2020,22,2020-05-24,May,5,2020-05-01,positive tests,69417
2020-05-27,PA,42,positive,A,27,82,2020,22,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),69623.57142857143
2020-05-26,PA,42,positive,A,26,81,2020,21,2020-05-24,May,5,2020-05-01,positive tests,68637
2020-05-26,PA,42,positive,A,26,81,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),68902.42857142857
2020-05-25,PA,42,positive,A,25,80,2020,21,2020-05-24,May,5,2020-05-01,positive tests,68186
2020-05-25,PA,42,positive,A,25,80,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),68176.57142857143
2020-05-24,PA,42,positive,A,24,79,2020,21,2020-05-24,May,5,2020-05-01,positive tests,67713
2020-05-24,PA,42,positive,A,24,79,2020,21,2020-05-24,May,5,2020-05-01,positive tests (7-day-avg),67512.28571428571
2020-05-23,PA,42,positive,A,23,78,2020,21,2020-05-17,May,5,2020-05-01,positive tests,66983
2020-05-23,PA,42,positive,A,23,78,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),66690.71428571429
2020-05-22,PA,42,positive,A,22,77,2020,21,2020-05-17,May,5,2020-05-01,positive tests,66258
2020-05-22,PA,42,positive,A,22,77,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),65980.57142857143
2020-05-21,PA,42,positive,B,21,76,2020,21,2020-05-17,May,5,2020-05-01,positive tests,65392
2020-05-21,PA,42,positive,B,21,76,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),65247.71428571428
2020-05-20,PA,42,positive,B,20,75,2020,21,2020-05-17,May,5,2020-05-01,positive tests,63666
2020-05-20,PA,42,positive,B,20,75,2020,21,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),64465
2020-05-19,PA,42,positive,B,19,74,2020,20,2020-05-17,May,5,2020-05-01,positive tests,63666
2020-05-19,PA,42,positive,B,19,74,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),63697.57142857143
2020-05-18,PA,42,positive,C,18,73,2020,20,2020-05-17,May,5,2020-05-01,positive tests,63056
2020-05-18,PA,42,positive,C,18,73,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),62892.42857142857
2020-05-17,PA,42,positive,C,17,72,2020,20,2020-05-17,May,5,2020-05-01,positive tests,62234
2020-05-17,PA,42,positive,C,17,72,2020,20,2020-05-17,May,5,2020-05-01,positive tests (7-day-avg),62070.142857142855
2020-05-16,PA,42,positive,C,16,71,2020,20,2020-05-10,May,5,2020-05-01,positive tests,61611
2020-05-16,PA,42,positive,C,16,71,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),61360.42857142857
2020-05-15,PA,42,positive,C,15,70,2020,20,2020-05-10,May,5,2020-05-01,positive tests,60622
2020-05-15,PA,42,positive,C,15,70,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),60549.71428571428
2020-05-14,PA,42,positive,C,14,69,2020,20,2020-05-10,May,5,2020-05-01,positive tests,59636
2020-05-14,PA,42,positive,C,14,69,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),59706.57142857143
2020-05-13,PA,42,positive,C,13,68,2020,20,2020-05-10,May,5,2020-05-01,positive tests,58698
2020-05-13,PA,42,positive,C,13,68,2020,20,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),58903.28571428572
2020-05-12,PA,42,positive,C,12,67,2020,19,2020-05-10,May,5,2020-05-01,positive tests,57991
2020-05-12,PA,42,positive,C,12,67,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),58004
2020-05-11,PA,42,positive,C,11,66,2020,19,2020-05-10,May,5,2020-05-01,positive tests,57154
2020-05-11,PA,42,positive,C,11,66,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),57092
2020-05-10,PA,42,positive,C,10,65,2020,19,2020-05-10,May,5,2020-05-01,positive tests,56611
2020-05-10,PA,42,positive,C,10,65,2020,19,2020-05-10,May,5,2020-05-01,positive tests (7-day-avg),56131.857142857145
2020-05-09,PA,42,positive,C,9,64,2020,19,2020-05-03,May,5,2020-05-01,positive tests,55316
2020-05-09,PA,42,positive,C,9,64,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),55152.857142857145
2020-05-08,PA,42,positive,C,8,63,2020,19,2020-05-03,May,5,2020-05-01,positive tests,54238
2020-05-08,PA,42,positive,C,8,63,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),54148
2020-05-07,PA,42,positive,C,7,62,2020,19,2020-05-03,May,5,2020-05-01,positive tests,52915
2020-05-07,PA,42,positive,C,7,62,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),53139.142857142855
2020-05-06,PA,42,positive,C,6,61,2020,19,2020-05-03,May,5,2020-05-01,positive tests,51845
2020-05-06,PA,42,positive,C,6,61,2020,19,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),52090
2020-05-05,PA,42,positive,B,5,60,2020,18,2020-05-03,May,5,2020-05-01,positive tests,50957
2020-05-05,PA,42,positive,B,5,60,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),51088.42857142857
2020-05-04,PA,42,positive,B,4,59,2020,18,2020-05-03,May,5,2020-05-01,positive tests,50092
2020-05-04,PA,42,positive,B,4,59,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),50050.28571428572
2020-05-03,PA,42,positive,B,3,58,2020,18,2020-05-03,May,5,2020-05-01,positive tests,49267
2020-05-03,PA,42,positive,B,3,58,2020,18,2020-05-03,May,5,2020-05-01,positive tests (7-day-avg),49028.57142857143
2020-05-02,PA,42,positive,B,2,57,2020,18,2020-04-26,May,5,2020-04-01,positive tests,48305
2020-05-02,PA,42,positive,B,2,57,2020,18,2020-04-26,May,5,2020-04-01,positive tests (7-day-avg),47960.142857142855
2020-05-01,PA,42,positive,B,1,56,2020,18,2020-04-26,May,5,2020-04-01,positive tests,46971
2020-05-01,PA,42,positive,B,1,56,2020,18,2020-04-26,May,5,2020-04-01,positive tests (7-day-avg),46861.142857142855
2020-04-30,PA,42,positive,B,30,55,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests,45763
2020-04-30,PA,42,positive,B,30,55,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),45712.28571428572
2020-04-29,PA,42,positive,B,29,54,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests,44366
2020-04-29,PA,42,positive,B,29,54,2020,18,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),44554.857142857145
2020-04-28,PA,42,positive,B,28,53,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,43264
2020-04-28,PA,42,positive,B,28,53,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),43375.42857142857
2020-04-27,PA,42,positive,B,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,42050
2020-04-27,PA,42,positive,B,27,52,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),42187
2020-04-26,PA,42,positive,B,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests,41165
2020-04-26,PA,42,positive,B,26,51,2020,17,2020-04-26,Apr,4,2020-04-01,positive tests (7-day-avg),40942.71428571428
2020-04-25,PA,42,positive,B,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,40049
2020-04-25,PA,42,positive,B,25,50,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),39702.42857142857
2020-04-24,PA,42,positive,A,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,38652
2020-04-24,PA,42,positive,A,24,49,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),38454.42857142857
2020-04-23,PA,42,positive,A,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,37053
2020-04-23,PA,42,positive,A,23,48,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),37194.71428571428
2020-04-22,PA,42,positive,A,22,47,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests,35684
2020-04-22,PA,42,positive,A,22,47,2020,17,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),35926
2020-04-21,PA,42,positive,A,21,46,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,34528
2020-04-21,PA,42,positive,A,21,46,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),34643.142857142855
2020-04-20,PA,42,positive,A,20,45,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,33232
2020-04-20,PA,42,positive,A,20,45,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),33327.28571428572
2020-04-19,PA,42,positive,A,19,44,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests,32284
2020-04-19,PA,42,positive,A,19,44,2020,16,2020-04-19,Apr,4,2020-04-01,positive tests (7-day-avg),31996.14285714286
2020-04-18,PA,42,positive,A,18,43,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,31069
2020-04-18,PA,42,positive,A,18,43,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),30682.714285714286
2020-04-17,PA,42,positive,A,17,42,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,29441
2020-04-17,PA,42,positive,A,17,42,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),29370.85714285714
2020-04-16,PA,42,positive,A,16,41,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,27735
2020-04-16,PA,42,positive,A,16,41,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),28080.428571428572
2020-04-15,PA,42,positive,A,15,40,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests,26490
2020-04-15,PA,42,positive,A,15,40,2020,16,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),26730.285714285714
2020-04-14,PA,42,positive,A,14,39,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,25345
2020-04-14,PA,42,positive,A,14,39,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),25385.428571428572
2020-04-13,PA,42,positive,A,13,38,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,24199
2020-04-13,PA,42,positive,A,13,38,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),24033.714285714286
2020-04-12,PA,42,positive,A,12,37,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests,22833
2020-04-12,PA,42,positive,A,12,37,2020,15,2020-04-12,Apr,4,2020-04-01,positive tests (7-day-avg),22675.571428571428
2020-04-11,PA,42,positive,A,11,36,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,21655
2020-04-11,PA,42,positive,A,11,36,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),21211.14285714286
2020-04-10,PA,42,positive,A,10,35,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,19979
2020-04-10,PA,42,positive,A,10,35,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),19670.285714285714
2020-04-09,PA,42,positive,A,9,34,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,18228
2020-04-09,PA,42,positive,A,9,34,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),18067.571428571428
2020-04-08,PA,42,positive,A,8,33,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests,16239
2020-04-08,PA,42,positive,A,8,33,2020,15,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),16450
2020-04-07,PA,42,positive,A,7,32,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,14559
2020-04-07,PA,42,positive,A,7,32,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),14787.42857142857
2020-04-06,PA,42,positive,A,6,31,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,12980
2020-04-06,PA,42,positive,A,6,31,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),13136.142857142857
2020-04-05,PA,42,positive,A,5,30,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests,11510
2020-04-05,PA,42,positive,A,5,30,2020,14,2020-04-05,Apr,4,2020-04-01,positive tests (7-day-avg),11534.42857142857
2020-04-04,PA,42,positive,A,4,29,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,10017
2020-04-04,PA,42,positive,A,4,29,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),10043.857142857143
2020-04-03,PA,42,positive,A,3,28,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,8420
2020-04-03,PA,42,positive,A,3,28,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),8655.857142857143
2020-04-02,PA,42,positive,A,2,27,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,7016
2020-04-02,PA,42,positive,A,2,27,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),7385.428571428572
2020-04-01,PA,42,positive,A,1,26,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests,5805
2020-04-01,PA,42,positive,A,1,26,2020,14,2020-03-29,Apr,4,2020-03-01,positive tests (7-day-avg),6226
2020-03-31,PA,42,positive,A,31,25,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,4843
2020-03-31,PA,42,positive,A,31,25,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),5188
2020-03-30,PA,42,positive,A,30,24,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,4087
2020-03-30,PA,42,positive,A,30,24,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),4302
2020-03-29,PA,42,positive,A,29,23,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests,3394
2020-03-29,PA,42,positive,A,29,23,2020,13,2020-03-29,Mar,3,2020-03-01,positive tests (7-day-avg),3540.714285714286
2020-03-28,PA,42,positive,A,28,22,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,2751
2020-03-28,PA,42,positive,A,28,22,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),2872.4285714285716
2020-03-27,PA,42,positive,A,27,21,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,2218
2020-03-27,PA,42,positive,A,27,21,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),2302.1428571428573
2020-03-26,PA,42,positive,A,26,20,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,1687
2020-03-26,PA,42,positive,A,26,20,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),1810.2857142857142
2020-03-25,PA,42,positive,A,25,19,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests,1127
2020-03-25,PA,42,positive,A,25,19,2020,13,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),1393.857142857143
2020-03-24,PA,42,positive,A,24,18,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,851
2020-03-24,PA,42,positive,A,24,18,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),1053.857142857143
2020-03-23,PA,42,positive,A,23,17,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,644
2020-03-23,PA,42,positive,A,23,17,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),775.2857142857143
2020-03-22,PA,42,positive,NA,22,16,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests,479
2020-03-22,PA,42,positive,NA,22,16,2020,12,2020-03-22,Mar,3,2020-03-01,positive tests (7-day-avg),560.7142857142857
2020-03-21,PA,42,positive,NA,21,15,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,371
2020-03-21,PA,42,positive,NA,21,15,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),418.7142857142857
2020-03-20,PA,42,positive,NA,20,14,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,268
2020-03-20,PA,42,positive,NA,20,14,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),310.85714285714283
2020-03-19,PA,42,positive,NA,19,13,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,185
2020-03-19,PA,42,positive,NA,19,13,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),229.71428571428572
2020-03-18,PA,42,positive,NA,18,12,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests,133
2020-03-18,PA,42,positive,NA,18,12,2020,12,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),170.28571428571428
2020-03-17,PA,42,positive,NA,17,11,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,96
2020-03-17,PA,42,positive,NA,17,11,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),124
2020-03-16,PA,42,positive,NA,16,10,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,76
2020-03-16,PA,42,positive,NA,16,10,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),91.57142857142857
2020-03-15,PA,42,positive,NA,15,9,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests,63
2020-03-15,PA,42,positive,NA,15,9,2020,11,2020-03-15,Mar,3,2020-03-01,positive tests (7-day-avg),68.28571428571429
2020-03-14,PA,42,positive,NA,14,8,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,47
2020-03-14,PA,42,positive,NA,14,8,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests (7-day-avg),51.57142857142857
2020-03-13,PA,42,positive,NA,13,7,2020,11,2020-03-08,Mar,3,2020-03-01,positive tests,41
